Feature,mz,RT,Corr_ID,Compound_Name,Adduct,formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,overallFeatureQuality,featureId
425,211.0938942824461,3.1105926,NA,NA,NA,3,C7H10N6O2,[M + H]+,C7H11N6O2+,Alkaloids,0.893,Pseudoalkaloids (transamidation),0.308,Purine alkaloids,0.546,Organoheterocyclic compounds,0.842,Heteroaromatic compounds,0.844,NA,NA,NA,NA,Heteroaromatic compounds,0.844,Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,211.093,187,3.118,703053543348331600,703045663903508600,NA,425
522,211.0963646847769,3.2828076,NA,NA,NA,1,C11H14O4,[M + H]+,C11H15O4+,Shikimates and Phenylpropanoids,0.73,Phenolic acids (C6-C1),0.721,Simple phenolic acids,0.869,Benzenoids,0.999,Benzene and substituted derivatives,0.998,Benzoic acids and derivatives,0.999,Benzoic acid esters,0.994,Benzoic acid esters,0.994,Organic compounds; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,211.097,197,3.28,703054180970652900,703045667149900200,NA,522
1240,211.6069748331969,3.867839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2115,212.14308155291863,6.3454704,NA,NA,NA,1,C15H17N,[M + H]+,C15H18N+,Alkaloids,0.896,Nicotinic acid alkaloids,0.578,Phenylalanine-derived alkaloids,0.67,Benzenoids,0.992,Benzene and substituted derivatives,0.963,Phenylpropanes,0.529,NA,NA,Phenylpropanes,0.529,Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Benzene and substituted derivatives; Benzenoids; Amines; Phenylpropanes; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,212.144,385,6.413,703061624233224400,703045707989843100,NA,2115
43,213.088463226874,2.1658173,NA,NA,NA,3,C9H18O3,[M + K]+,C9H18KO3+,Fatty acids,0.796,Monoterpenoids,0.375,Iridoids monoterpenoids,0.12,Organic oxygen compounds,1,Organooxygen compounds,1,Alcohols and polyols,0.515,NA,NA,Alcohols and polyols,0.515,Organic compounds; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,213.088,129,2.146,703047545069842700,703045648808207100,NA,43
1393,213.1483120445785,4.1674757,NA,NA,NA,1,C12H20O3,[M + H]+,C12H21O3+,Fatty acids,0.953,Octadecanoids,0.723,Jasmonic acids,0.785,Lipids and lipid-like molecules,0.562,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.562,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,213.148,250,4.165,703057139062418800,703045685185409300,NA,1393
2259,213.62984608512096,6.6858587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,214.1093272979189,5.216783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,215.0701527182749,4.999655,56,NA,NA,1,C13H10O3,[M + H]+,C13H11O3+,Shikimates and Phenylpropanoids,0.958,Styrylpyrones,0.91,Kavalactones and derivatives,0.912,Benzenoids,0.991,Benzene and substituted derivatives,0.779,NA,NA,NA,NA,Benzene and substituted derivatives,0.779,Organic compounds; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,215.07,300,5.001,703058572998568300,703045694161221e3,NA,1678
81,215.12554870226103,2.3387957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,215.56239846507503,5.401875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,216.63520265153767,5.3995557,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,219.11970766869308,5.8585668,NA,NA,NA,3,C14H22O2S,[M - H4O2 + H]+,C14H19S+,Fatty acids,0.797,Fatty Acids and Conjugates,0.632,Thia fatty acids,0.479,Organic acids and derivatives,0.644,Carboxylic acids and derivatives,0.459,Carboxylic acids,0.561,NA,NA,Carboxylic acids,0.561,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Thioethers; Carboxylic acids; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,219.12,352,5.86,703061085919434e3,703045704210774700,NA,2000
84,220.0962122749587,2.3555567,NA,NA,NA,1,C12H13NO3,[M + H]+,C12H14NO3+,Alkaloids,0.995,Tyrosine alkaloids,0.28,Isoindole alkaloids,0.178,Benzenoids,0.993,Phenol ethers,0.887,Anisoles,0.883,NA,NA,Anisoles,0.883,Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,220.096,141,2.347,703047701458671400,703045650628535200,NA,84
146,220.11009684268703,2.5788853,NA,NA,NA,2,C9H18NO3P,[M + H]+,C9H19NO3P+,Alkaloids,0.576,Pseudoalkaloids (transamidation),0.098,Piperidine alkaloids,0.009,Organoheterocyclic compounds,0.795,Azacyclic compounds,0.675,NA,NA,NA,NA,Azacyclic compounds,0.675,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,220.11,155,2.576,703048407808872600,703045653262558200,NA,146
2052,220.57249875921048,6.0749207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,221.12175214590096,2.9388046,NA,NA,NA,1,C7H16N4O4,[M + H]+,C7H17N4O4+,Amino acids and Peptides,0.664,Small peptides,0.721,Aminoacids,0.445,Organic acids and derivatives,0.821,Carboxylic acids and derivatives,0.651,"Amino acids, peptides, and analogues",0.567,Amino acids and derivatives,0.566,Amino acids and derivatives,0.566,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carbonyl compounds; Amines; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",221.123,174,2.906,703051530342426400,703045660170577500,NA,327
1536,223.0964977926939,4.6611443,NA,Spectral Match to Diethyl phthalate from NIST14,M+H,1,C12H14O4,[M + H]+,C12H15O4+,Shikimates and Phenylpropanoids,0.645,Phenolic acids (C6-C1),0.873,Simple phenolic acids,0.864,Benzenoids,1,Benzene and substituted derivatives,0.998,Benzoic acids and derivatives,0.997,Benzoic acid esters,0.963,Benzoic acid esters,0.963,Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,223.096,280,4.663,703057894662124900,703045689643955100,NA,1536
1754,223.1148048743375,5.218409,NA,NA,NA,1,C13H18OS,[M + H]+,C13H19OS+,Fatty acids,0.442,Monoterpenoids,0.308,Oxygenated hydrocarbons,0.235,Benzenoids,0.562,NA,NA,NA,NA,NA,NA,Benzenoids,0.562,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,223.115,312,5.208,703059232074739700,7.0304569632128794e+17,NA,1754
2250,223.14516228518875,6.658225,NA,NA,NA,1,C15H20,[M + Na]+,C15H20Na+,Terpenoids,0.887,Sesquiterpenoids,0.821,Bisabolane sesquiterpenoids,0.32,Hydrocarbons,0.997,Polycyclic hydrocarbons,0.668,NA,NA,NA,NA,Polycyclic hydrocarbons,0.668,Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities,223.146,399,6.657,703062170801389400,703045712138010400,NA,2250
236,225.0960825115323,2.7591727,46,NA,NA,1,C9H12N4O3,[M + H]+,C9H13N4O3+,Alkaloids,0.661,Pseudoalkaloids (transamidation),0.387,Purine alkaloids,0.564,Organoheterocyclic compounds,0.917,Heteroaromatic compounds,0.866,NA,NA,NA,NA,Heteroaromatic compounds,0.866,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,225.096,166,2.769,703050360215458600,703045656487978400,NA,236
1846,226.21616459173143,5.3596644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,226.57813198663965,4.9996743,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,227.08314961691855,2.750676,46,NA,NA,1,C13H10N2O2,[M + H]+,C13H11N2O2+,Alkaloids,0.983,Nicotinic acid alkaloids,0.677,Pyridine alkaloids,0.678,Benzenoids,0.871,NA,NA,NA,NA,NA,NA,Benzenoids,0.871,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,227.083,165,2.743,703050138550682900,703045656014021900,NA,226
157,227.10404098894685,2.5802684,12,Spectral Match to Nonaethylene glycol from NIST14 [IIN-based on: CCMSLIB00003137287],[M+Ca]2+,1,C10H14N2O4,[M + H]+,C10H15N2O4+,Alkaloids,0.826,Nicotinic acid alkaloids,0.9,Pyridine alkaloids,0.899,Organoheterocyclic compounds,0.859,Pyridines and derivatives,0.534,NA,NA,NA,NA,Pyridines and derivatives,0.534,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,227.104,155,2.585,703048268759305300,703045653648434300,NA,157
2001,228.1248463228668,5.859361,NA,NA,NA,2,C12H17N2O,[M + Na]+,C12H17N2NaO+,Alkaloids,0.625,Nicotinic acid alkaloids,0.629,Pyridine alkaloids,0.628,Organic nitrogen compounds,0.998,Organonitrogen compounds,0.993,NA,NA,NA,NA,Organonitrogen compounds,0.993,Organic compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,228.125,351,5.855,703061073869198e3,703045704244329100,NA,2001
1659,228.26834928445797,4.971524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,229.64289026967143,5.4157457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,230.0699749749832,3.2823627,NA,NA,NA,1,C7H11N5O2S,[M + H]+,C7H12N5O2S+,Alkaloids,0.807,Pseudoalkaloids (transamidation),0.25,Purine alkaloids,0.312,Organoheterocyclic compounds,0.991,Azoles,0.507,NA,NA,NA,NA,Azoles,0.507,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Thioethers; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,230.07,196,3.271,703054182648374700,703045666982128e3,NA,517
13,230.17510135255745,2.0063162,NA,NA,NA,1,C12H23NO3,[M + H]+,C12H24NO3+,Fatty acids,0.42,Ornithine alkaloids,0.325,Aminoacids,0.185,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.993,"Amino acids, peptides, and analogues",0.814,Amino acids and derivatives,0.814,Amino acids and derivatives,0.814,"Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",230.174,121,2.015,703047506759063600,703045647436669600,NA,13
1660,230.24765373129432,4.972401,NA,NA,NA,1,C14H31NO,[M + H]+,C14H32NO+,Fatty acids,0.972,Spingolipids,0.751,Sphingoid bases,0.968,Organic nitrogen compounds,0.999,Organonitrogen compounds,0.999,Aminoxides,0.528,Long-chain alkyl amine oxides,0.598,Long-chain alkyl amine oxides,0.598,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amine oxides and derivatives; 1,2-aminoalcohols; Amines; Alkanolamines; Trisubstituted amine oxides and derivatives; Aminoxides; Hydrocarbon derivatives; Long-chain alkyl amine oxides; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",230.248,296,4.932,703058479759185300,703045693553046900,NA,1660
1094,232.1899276209704,3.7758334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,233.07838604765263,3.2822695,NA,NA,NA,4,C9H8N6O2,[M + H]+,C9H9N6O2+,Alkaloids,0.444,Pseudoalkaloids (transamidation),0.479,Purine alkaloids,0.771,Benzenoids,0.637,Benzene and substituted derivatives,0.574,NA,NA,NA,NA,Benzene and substituted derivatives,0.574,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,233.079,196,3.271,703054179339068400,7.0304566722959206e+17,NA,525
1582,234.12652595683295,4.7487264,NA,NA,NA,1,C10H20NO3P,[M + H]+,C10H21NO3P+,Alkaloids,0.258,Pseudoalkaloids (transamidation),0.242,Aminoacids,0.018,Organic acids and derivatives,0.627,Organic phosphonic acids and derivatives,0.628,Organic phosphonic acids,0.562,NA,NA,Organic phosphonic acids,0.562,Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,234.127,285,4.751,703058130977615100,703045691376202900,NA,1582
55,235.10160549008145,2.259288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,239.08900674269964,2.730929,NA,NA,NA,2,C8H10N6O3,[M + H]+,C8H11N6O3+,Alkaloids,0.637,Pseudoalkaloids (transamidation),0.042,Purine alkaloids,0.104,Organoheterocyclic compounds,0.957,Azoles,0.571,NA,NA,NA,NA,Azoles,0.571,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Carboxylic acid hydrazides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,239.089,163,2.721,703050110482399700,70304565557362e4,NA,215
9,239.1489313118917,1.7979552,6,NA,NA,1,C10H22O6,[M + H]+,C10H23O6+,Fatty acids,0.802,Fatty acyls,0.515,Fatty alcohols,0.439,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.99,Dialkyl ethers,0.991,Polyethylene glycols,0.986,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,239.148,107,1.78,703047535263558800,703045647105319600,NA,9
1514,240.23203034080024,4.6364136,NA,NA,NA,1,C15H29NO,[M + H]+,C15H30NO+,Fatty acids,0.996,Fatty amides,0.994,N-acyl amines,0.581,Lipids and lipid-like molecules,0.912,Fatty Acyls,0.895,Fatty amides,0.912,N-acyl amines,0.803,N-acyl amines,0.803,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,240.232,278,4.639,703057847149047200,703045689102889700,NA,1514
127,242.10935921472068,2.481813,NA,NA,NA,4,C8H17N3O4,[M + Na]+,C8H17N3NaO4+,Amino acids and Peptides,0.981,Small peptides,0.98,Aminoacids,0.955,Organic acids and derivatives,0.915,Carboxylic acids and derivatives,0.87,"Amino acids, peptides, and analogues",0.847,Amino acids and derivatives,0.845,Alpha amino acids,0.764,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",242.109,148,2.472,703047873962045e3,703045652369171500,NA,127
200,242.1232764984964,2.6881008,NA,NA,NA,2,C8H19NO7,[M + H]+,C8H20NO7+,Carbohydrates,0.859,Aminosugars and aminoglycosides,0.826,Aminosugars,0.849,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.929,Monosaccharides,0.896,Hexoses,0.576,"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Secondary alcohols; 1,2-aminoalcohols; Sugar alcohols; Polyols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",242.123,161,2.687,703049675696650900,703045655183549700,NA,200
1834,242.28314353842728,5.339377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,243.13185668191912,4.7484837,NA,NA,NA,5,C11H18N2O4,[M + H]+,C11H19N2O4+,Amino acids and Peptides,0.701,Small peptides,0.718,Aminoacids,0.433,Organic acids and derivatives,0.803,Carboxylic acids and derivatives,0.707,"Amino acids, peptides, and analogues",0.551,Amino acids and derivatives,0.552,Amino acids and derivatives,0.552,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",243.133,284,4.74,703058131367685400,703045691304899700,NA,1580
